Date,DISTRICT,LAT,LON,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
09-03-2018,Kathmandu,27.7,85.3,6.63,83.65,16.41,91.71,20.29,18.51,23.41,17.69,5.72,20.63,2.05,4.12,0.23,3.89,2.28,3.91,0.42,3.49
09-04-2018,Kathmandu,27.7,85.3,1.72,83.69,16.09,88.27,20.61,18.19,24.1,17.31,6.79,21.07,1.72,3.5,0.05,3.45,1.77,2.99,0.02,2.96
09-05-2018,Kathmandu,27.7,85.3,4.81,83.59,16.31,86.89,21.07,18.35,24.43,18.16,6.27,20.98,1.85,3.88,0.13,3.75,1.83,3.49,0.1,3.39
09-06-2018,Kathmandu,27.7,85.3,1.93,83.62,16.91,89.46,21.17,18.94,24.2,18.88,5.32,21.17,1.89,3.54,0.54,3,2.09,3.08,0.9,2.18
09-07-2018,Kathmandu,27.7,85.3,0.22,83.82,16,86.56,20.86,18.09,24.47,17.64,6.83,21.15,1.93,4.17,0.45,3.72,2.14,3.98,0.59,3.4
09-08-2018,Kathmandu,27.7,85.3,0.9,83.9,16.36,89.52,20.68,18.46,24.26,17.72,6.53,21.09,1.73,3.58,0.41,3.17,1.71,3.03,0.58,2.46
09-09-2018,Kathmandu,27.7,85.3,3.05,83.89,16.83,91.76,20.74,18.95,24.37,17.86,6.51,21.16,2.17,4.72,0.06,4.66,2.33,4.28,0.08,4.2
09-10-2018,Kathmandu,27.7,85.3,2.25,83.95,16.53,93.58,20.14,18.72,23.44,18.2,5.24,20.64,2.84,5.36,0.58,4.78,3.23,5.28,0.94,4.34
09-11-2018,Kathmandu,27.7,85.3,3.58,83.87,16.33,95.6,19.58,18.45,22.29,17.82,4.47,19.86,3.28,6.15,1.37,4.78,3.99,6.35,2.38,3.97
09-12-2018,Kathmandu,27.7,85.3,9.08,83.66,16.38,95.05,19.69,18.49,22.76,17.84,4.92,20.04,3.9,6.68,1.35,5.34,4.63,6.77,2.04,4.73
9/13/2018,Kathmandu,27.7,85.3,4.61,83.64,16.02,93.2,19.64,18.08,23.21,17.28,5.93,20.17,2.69,5.04,1.33,3.72,3.11,4.75,2.13,2.62
9/14/2018,Kathmandu,27.7,85.3,4.3,83.8,15.84,92.04,19.7,17.93,23.38,16.69,6.69,20.3,2.31,4.52,0.57,3.95,2.6,4.21,0.71,3.5
9/15/2018,Kathmandu,27.7,85.3,0.17,83.92,14.9,88.14,19.45,16.85,23.22,16.26,6.95,19.84,1.88,3.6,0.5,3.1,1.99,3.23,0.74,2.49
9/16/2018,Kathmandu,27.7,85.3,0,83.84,15.16,89.79,19.4,17.16,23.21,16.6,6.62,20.05,1.56,3.45,0.33,3.12,1.7,3.08,0.49,2.59
9/17/2018,Kathmandu,27.7,85.3,0,83.73,14.01,82.93,19.4,15.64,24.1,15.44,8.66,19.4,1.7,3.4,0.61,2.78,1.82,3.1,0.8,2.3
9/18/2018,Kathmandu,27.7,85.3,0,83.76,12.69,73.59,19.75,13.52,24.51,15.78,8.73,18.82,1.72,3.13,0.62,2.5,1.78,2.71,0.97,1.74
9/19/2018,Kathmandu,27.7,85.3,0.05,83.82,13.42,74.83,20.39,14.66,24.75,16.82,7.94,19.51,1.82,3.45,0.3,3.15,1.86,2.81,0.36,2.45
9/20/2018,Kathmandu,27.7,85.3,4.83,83.95,14.58,81.94,20.27,16.39,24.64,17.03,7.61,19.98,2.11,3.88,1.09,2.79,2.49,3.6,1.42,2.17
9/21/2018,Kathmandu,27.7,85.3,2.54,84.14,15.34,92.85,19.11,17.48,21.88,17.38,4.49,19.15,1.38,3.08,0.33,2.75,1.81,3.19,0.59,2.6
9/22/2018,Kathmandu,27.7,85.3,0.05,84.39,14.17,88.1,18.75,16.28,21.66,16.54,5.12,18.69,1.56,3.25,0.32,2.92,1.82,3.28,0.45,2.82
9/23/2018,Kathmandu,27.7,85.3,0,84.32,14.29,85.07,19.43,16.31,23.47,16.25,7.22,19.31,1.74,3.84,0.31,3.53,1.78,3.35,0.32,3.04
9/24/2018,Kathmandu,27.7,85.3,0.02,84.08,14.82,87.54,19.5,16.78,23.35,16.67,6.67,19.52,2.17,4.35,0.5,3.85,2.44,4.09,0.68,3.42
9/25/2018,Kathmandu,27.7,85.3,0.01,83.9,15.24,90.27,19.41,17.27,23.53,16.18,7.35,19.69,2.32,4.7,0.44,4.26,2.67,4.31,0.68,3.62
9/26/2018,Kathmandu,27.7,85.3,0,83.87,15.01,89.05,19.38,16.91,23.34,16.55,6.79,19.49,1.79,4.29,0.24,4.06,1.93,3.8,0.49,3.31
9/27/2018,Kathmandu,27.7,85.3,0,84,14.67,87.07,19.4,16.72,23.27,16.63,6.64,19.67,1.44,3.6,0.11,3.49,1.35,2.91,0.1,2.81
9/28/2018,Kathmandu,27.7,85.3,0,84.08,14.48,86.58,19.3,16.41,23.51,16.11,7.4,19.55,1.53,3.47,0.26,3.21,1.6,2.9,0.42,2.48
9/29/2018,Kathmandu,27.7,85.3,0,84.06,14.35,85.82,19.3,16.2,23.23,16.58,6.65,19.43,1.65,3.63,0.4,3.23,1.77,3.08,0.54,2.54
9/30/2018,Kathmandu,27.7,85.3,0,83.96,14.62,88.22,19.13,16.59,23.22,16.42,6.8,19.23,1.84,4.27,0.04,4.23,2.03,4.04,0.22,3.82
10-01-2018,Kathmandu,27.7,85.3,0.03,84.04,13.96,85.25,18.96,15.81,23.4,15.71,7.69,19.08,1.54,3.64,0.06,3.58,1.56,3.15,0.07,3.08
10-02-2018,Kathmandu,27.7,85.3,0,84.07,12.53,79.86,18.3,13.85,22.44,15.33,7.1,17.87,1.45,3.29,0.2,3.09,1.39,2.63,0.27,2.36
10-03-2018,Kathmandu,27.7,85.3,0.59,84.09,12.3,79.86,18.01,13.68,22.08,15.03,7.06,17.66,1.53,3.3,0.36,2.94,1.5,2.65,0.51,2.15
10-04-2018,Kathmandu,27.7,85.3,2.53,84.2,11.99,80.87,17.43,13.43,21.29,14.53,6.76,17.11,1.67,3.29,0.54,2.74,1.79,3,0.6,2.4
10-05-2018,Kathmandu,27.7,85.3,0.52,84.24,11.3,79.83,16.72,12.61,21.21,12.86,8.35,16.78,1.73,3.2,0.27,2.92,1.88,2.6,0.38,2.22
10-06-2018,Kathmandu,27.7,85.3,0,84.17,10.86,76.51,16.75,11.98,21.22,13.31,7.91,16.45,1.61,3,0.35,2.65,1.66,2.56,0.39,2.17
10-07-2018,Kathmandu,27.7,85.3,0,84.14,10.15,74.24,16.15,10.86,20.83,12.58,8.25,15.8,1.66,3.15,0.31,2.84,1.73,2.54,0.46,2.08
10-08-2018,Kathmandu,27.7,85.3,0,84.04,9.83,72.96,15.92,10.41,20.57,11.77,8.8,15.48,1.88,3.58,0.18,3.4,2.02,3.09,0.33,2.75
10-09-2018,Kathmandu,27.7,85.3,0,84.03,10.28,72.18,16.78,11.21,21.51,12.76,8.74,16.37,1.68,3.17,0.72,2.45,1.75,2.81,0.88,1.93
10-10-2018,Kathmandu,27.7,85.3,0.23,84.13,10.65,77.67,16.2,11.88,20.6,12.85,7.75,16.16,1.9,3.18,0.83,2.35,2.19,2.68,1.18,1.5
10-11-2018,Kathmandu,27.7,85.3,1.02,84.21,10.77,75.83,16.76,11.8,21.45,13.23,8.22,16.46,1.44,3.44,0.44,3.01,1.5,2.88,0.51,2.37
10-12-2018,Kathmandu,27.7,85.3,0.14,84.22,10.63,77.82,16.16,11.06,20.82,13.09,7.73,15.96,1.45,3.33,0.24,3.09,1.38,2.63,0.26,2.37
10/13/2018,Kathmandu,27.7,85.3,0.01,84.12,10.96,81.45,15.9,11.78,20.5,11.93,8.57,15.93,1.93,4.42,0.31,4.11,2.16,3.96,0.41,3.55
10/14/2018,Kathmandu,27.7,85.3,0,84.08,10.84,79.08,16.18,11.84,21.18,12.81,8.37,16.34,2.06,4.58,0.58,4,2.39,4.13,0.83,3.3
10/15/2018,Kathmandu,27.7,85.3,0,84.22,10.27,76.39,15.9,11.15,20.71,11.84,8.87,15.55,1.85,4.26,0.4,3.86,1.92,3.62,0.58,3.04
10/16/2018,Kathmandu,27.7,85.3,0,84.25,10,74.89,15.81,10.74,20.21,12.15,8.06,15.02,1.63,3.81,0.1,3.71,1.64,3.21,0.14,3.07
10/17/2018,Kathmandu,27.7,85.3,0,84.14,9.54,72.74,15.51,10.03,19.88,12.32,7.56,14.83,1.54,3.58,0.16,3.43,1.56,3.02,0.14,2.88
10/18/2018,Kathmandu,27.7,85.3,0,84.1,8.92,67.98,15.52,9.12,20.79,11.8,8.99,14.7,1.99,3.94,0.54,3.4,2.16,3.5,0.79,2.71
10/19/2018,Kathmandu,27.7,85.3,0.05,84.21,8.25,63.11,15.48,7.85,20.8,10.89,9.92,14.49,1.87,3.42,0.14,3.27,2.04,2.95,0.07,2.88
10/20/2018,Kathmandu,27.7,85.3,0.05,84.33,8.57,65.35,15.55,8.46,20.8,11.48,9.32,14.5,1.96,3.71,0.05,3.66,2.16,3.3,0.03,3.27
10/21/2018,Kathmandu,27.7,85.3,0,84.37,7.9,60.37,15.53,7.12,20.73,11.46,9.27,14.14,1.67,3.3,0.11,3.19,1.77,3.02,0.17,2.86
10/22/2018,Kathmandu,27.7,85.3,0,84.27,7.57,59.68,15.03,6.63,20.67,10.1,10.57,13.94,1.87,3.21,0.39,2.83,2.09,2.87,0.47,2.4
10/23/2018,Kathmandu,27.7,85.3,0,84.24,6.7,54.42,14.58,4.95,20.41,10.43,9.98,13.23,1.88,3.37,0.5,2.87,2.06,3.17,0.53,2.64
10/24/2018,Kathmandu,27.7,85.3,0,84.23,5.89,51.46,13.47,3.06,19.42,8.85,10.56,11.9,1.93,3.42,0.46,2.96,2,2.91,0.63,2.28
10/25/2018,Kathmandu,27.7,85.3,0,84.38,6.06,53.27,13.39,3.44,19.42,9.13,10.29,11.75,1.95,3.26,0.46,2.8,2.09,2.88,0.61,2.26
10/26/2018,Kathmandu,27.7,85.3,0,84.53,6.07,52.96,13.53,3.53,20.07,8.57,11.5,12.15,2.08,3.11,0.19,2.92,2.28,3.04,0.33,2.71
10/27/2018,Kathmandu,27.7,85.3,0,84.56,5.62,46.38,14.4,2.16,20.71,9.58,11.13,12.29,1.98,3.14,1.02,2.12,2.17,2.7,0.85,1.85
10/28/2018,Kathmandu,27.7,85.3,0.02,84.53,6.45,51.56,14.88,4.03,20.9,10.15,10.75,13.03,2.06,3.58,0.66,2.92,2.19,3.1,0.71,2.38
10/29/2018,Kathmandu,27.7,85.3,0,84.44,8.34,65.46,15.14,7.61,20.32,11.19,9.13,13.67,1.44,3.12,0.09,3.03,1.49,2.47,0.14,2.32
10/30/2018,Kathmandu,27.7,85.3,0,84.47,8.27,62.52,15.72,7.56,21.89,11.07,10.82,14.34,1.63,3.44,0.41,3.03,1.79,2.92,0.5,2.42
10/31/2018,Kathmandu,27.7,85.3,0,84.5,8.13,59.17,16.32,7.42,22.29,12.21,10.08,14.68,1.89,3.49,0.54,2.95,2.02,2.89,0.8,2.1
11-01-2018,Kathmandu,27.7,85.3,0,84.43,8.54,62.37,16.26,8.65,22.07,12.23,9.84,15.01,1.98,3.93,0.48,3.46,2.14,3.49,0.63,2.87
11-02-2018,Kathmandu,27.7,85.3,0,84.32,8.02,61.86,15.39,7.8,20.92,11.57,9.35,14.22,1.94,3.89,0.17,3.72,2.13,3.59,0.28,3.31
11-03-2018,Kathmandu,27.7,85.3,0,84.28,7.04,58.04,14.35,5.7,20.41,9.9,10.51,13.36,2.05,3.45,0.52,2.94,2.32,3.32,0.55,2.77
11-04-2018,Kathmandu,27.7,85.3,0,84.22,6.57,54.56,14.22,4.47,20.11,9.49,10.62,12.74,2.05,4,0.67,3.33,2.34,3.81,1.02,2.79
11-05-2018,Kathmandu,27.7,85.3,0,84.15,6.84,56.79,14.23,5.23,20.51,10,10.51,12.98,2.27,4.52,0.7,3.82,2.69,4.66,0.93,3.73
11-06-2018,Kathmandu,27.7,85.3,0,84.13,5.98,52.01,13.52,3.1,19.7,9.76,9.95,11.82,1.85,4.1,0.2,3.89,1.95,3.7,0.37,3.33
11-07-2018,Kathmandu,27.7,85.3,0,84.35,5.44,48.73,13.09,1.47,19.91,8.17,11.74,11.17,1.84,3.92,0.59,3.33,1.8,3.25,0.73,2.51
11-08-2018,Kathmandu,27.7,85.3,0,84.33,5.42,47.57,13.4,1.98,19.46,9.47,9.98,11.09,1.61,3.36,0.25,3.1,1.6,2.64,0.32,2.32
11-09-2018,Kathmandu,27.7,85.3,0,84.18,5.88,50.92,13.58,2.98,19.32,9.65,9.67,11.29,1.8,4.18,0.31,3.87,1.85,3.64,0.41,3.23
11-10-2018,Kathmandu,27.7,85.3,0,84.24,6.58,58.62,13.16,4.85,18.7,9.36,9.34,11.84,1.92,3.77,0.29,3.48,2.04,3.37,0.45,2.92
11-11-2018,Kathmandu,27.7,85.3,0,84.3,7.06,62.08,13.35,5.83,18.91,9.64,9.28,11.95,1.86,3.94,0.39,3.54,1.98,3.49,0.49,3
11-12-2018,Kathmandu,27.7,85.3,0.02,84.17,7.36,63.28,13.67,6.4,19.5,10,9.5,12.58,1.85,3.88,0.17,3.71,1.97,3.43,0.12,3.31
11/13/2018,Kathmandu,27.7,85.3,0.16,83.99,7.59,67.09,13.22,6.84,18.09,10,8.09,12.52,1.65,3.78,0.26,3.52,1.75,3.31,0.34,2.97
11/14/2018,Kathmandu,27.7,85.3,0.06,84.05,7.47,66.24,13.19,6.63,18.43,9.1,9.34,12.52,1.64,3.44,0.3,3.14,1.8,3.2,0.43,2.76
11/15/2018,Kathmandu,27.7,85.3,0,84.14,7.44,65.49,13.32,6.65,18.4,9.91,8.49,12.85,1.9,4.22,0.45,3.77,2.29,4.19,0.38,3.81
11/16/2018,Kathmandu,27.7,85.3,0,84.05,6.53,59.71,12.72,4.74,19.04,8.67,10.36,11.6,2.06,5.05,0.54,4.51,2.43,4.99,0.83,4.17
11/17/2018,Kathmandu,27.7,85.3,0,83.99,6,57.26,12.06,3.55,18.34,7.38,10.97,10.75,1.88,4.84,0.31,4.52,1.95,4.47,0.38,4.08
11/18/2018,Kathmandu,27.7,85.3,0,84.21,5.68,55.27,11.82,2.88,17.87,7.56,10.31,10.19,1.98,4.5,0.29,4.21,2.12,3.99,0.31,3.67
11/19/2018,Kathmandu,27.7,85.3,0,84.41,5.76,56.35,11.76,3.05,17.39,8.34,9.04,9.95,1.71,3.73,0.47,3.27,1.8,3.17,0.7,2.47
11/20/2018,Kathmandu,27.7,85.3,0,84.3,5.83,55.04,12.28,2.94,17.89,9.14,8.76,10.01,1.8,4.69,0.13,4.56,1.91,4.32,0.17,4.16
11/21/2018,Kathmandu,27.7,85.3,0,84.4,5.9,56.23,12.16,2.58,18.51,7.33,11.17,9.97,1.61,4.07,0.03,4.04,1.58,3.44,0.11,3.33
11/22/2018,Kathmandu,27.7,85.3,0,84.46,6.43,59.38,12.66,4.02,18.57,8.42,10.14,10.65,1.36,3.51,0.18,3.33,1.27,2.84,0.13,2.71
11/23/2018,Kathmandu,27.7,85.3,0,84.44,6.44,55.58,13.68,4.21,19.72,10.49,9.23,11.36,1.73,4.4,0.42,3.98,1.79,3.77,0.56,3.2
11/24/2018,Kathmandu,27.7,85.3,0,84.43,5.7,51.49,13,2.36,19.85,8.34,11.51,10.74,1.53,4.12,0.56,3.57,1.5,3.54,0.46,3.08
11/25/2018,Kathmandu,27.7,85.3,0,84.45,5.26,45.66,13.6,1.33,20.19,9.58,10.61,10.74,1.5,3.77,0.26,3.51,1.42,3.05,0.29,2.76
11/26/2018,Kathmandu,27.7,85.3,0,84.38,5.51,47.1,13.81,1.87,20.3,10.37,9.93,10.94,1.64,3.96,0.42,3.54,1.65,3.27,0.54,2.73
11/27/2018,Kathmandu,27.7,85.3,0,84.58,5.41,47.62,13.41,1.36,20.62,7.95,12.67,11,1.84,3.64,0.36,3.28,1.88,3.07,0.6,2.46
11/28/2018,Kathmandu,27.7,85.3,0,84.58,5.98,51.29,13.82,2.82,19.38,10.67,8.71,11.13,1.29,2.75,0.15,2.6,1.34,2.19,0.34,1.84
11/29/2018,Kathmandu,27.7,85.3,0,84.56,6.9,58.21,14.05,5.18,19.92,11,8.93,12.23,1.69,4.3,0.39,3.92,1.78,3.76,0.6,3.16
11/30/2018,Kathmandu,27.7,85.3,0,84.48,7.11,63.87,13.06,5.66,18.74,9.94,8.8,11.69,1.69,4.23,0.24,3.99,1.83,3.76,0.26,3.5
12-01-2018,Kathmandu,27.7,85.3,0,84.27,6.74,65.64,11.8,4.83,17.86,7.75,10.1,10.6,1.74,4.72,0.2,4.52,1.75,4.13,0.34,3.79
12-02-2018,Kathmandu,27.7,85.3,0,84.16,6.56,66.19,11.25,4.75,16.72,8.07,8.65,10.03,1.34,3.38,0.08,3.3,1.34,2.96,0.03,2.93
12-03-2018,Kathmandu,27.7,85.3,0,84.24,6.15,62.44,11.18,3.72,16.91,7.96,8.95,9.53,1.61,4.2,0.22,3.98,1.61,3.52,0.38,3.14
12-04-2018,Kathmandu,27.7,85.3,0,84.36,6.37,62.56,11.69,4.37,17.23,8.47,8.76,9.77,1.59,4.07,0.57,3.5,1.67,3.47,0.75,2.72
12-05-2018,Kathmandu,27.7,85.3,0,84.17,6.41,64.84,11.22,4.43,16.29,8.51,7.78,9.8,1.58,3.69,0.32,3.37,1.72,3.17,0.43,2.73
12-06-2018,Kathmandu,27.7,85.3,0,84.04,6.08,64.01,10.59,3.55,16.21,7.29,8.92,9.75,1.79,3.79,0.49,3.3,1.98,3.32,0.66,2.65
12-07-2018,Kathmandu,27.7,85.3,0,84.05,4.95,56.4,9.42,0.43,15.85,4.81,11.04,8.01,1.96,4.42,0.4,4.02,2.09,4.03,0.29,3.75
12-08-2018,Kathmandu,27.7,85.3,0,84.23,4.89,53.83,9.98,0.33,16.23,6.75,9.48,7.88,1.62,4.05,0.37,3.68,1.7,3.44,0.47,2.98
12-09-2018,Kathmandu,27.7,85.3,0,84.17,4.95,53.65,10.19,0.8,16.46,6.64,9.82,8.11,1.71,3.77,0.43,3.34,1.78,3.18,0.69,2.49
12-10-2018,Kathmandu,27.7,85.3,0,84.22,4.63,49.84,10.31,-0.12,16.58,6.56,10.02,7.98,1.78,3.75,0.37,3.38,1.9,3.28,0.39,2.89
12-11-2018,Kathmandu,27.7,85.3,0,84.23,4.44,49.16,9.88,-0.81,16.45,4.86,11.59,8.07,2.05,3.7,0.26,3.44,2.3,3.39,0.4,2.99
12-12-2018,Kathmandu,27.7,85.3,0,84.35,4.24,46.65,9.99,-1.72,16.11,4.87,11.24,8.41,1.74,2.87,0.28,2.59,1.94,2.96,0.24,2.72
12/13/2018,Kathmandu,27.7,85.3,0,84.44,4.45,50.17,9.67,-1.08,15.69,5.74,9.95,8.18,1.98,3.95,0.18,3.77,2.18,3.64,0.19,3.45
12/14/2018,Kathmandu,27.7,85.3,0,84.49,4.39,52.08,8.89,-1.24,15.21,4.5,10.7,7.69,1.85,3.28,0.34,2.94,2.12,2.9,0.22,2.68
12/15/2018,Kathmandu,27.7,85.3,0,84.55,3.44,38.79,9.67,-4.46,17.29,4.63,12.66,7.24,1.92,3.75,0.65,3.1,2.11,3.32,1.11,2.22
12/16/2018,Kathmandu,27.7,85.3,0,84.67,3.03,31.89,10.72,-6.06,18.44,5.83,12.61,7.22,1.85,3.81,0.75,3.06,2,3.23,0.92,2.32
12/17/2018,Kathmandu,27.7,85.3,0.17,84.6,3.04,29.7,11.82,-6.1,18.04,7.05,10.99,8.19,1.58,2.9,0.5,2.4,1.78,2.42,0.65,1.77
12/18/2018,Kathmandu,27.7,85.3,0.41,84.33,4.28,50.2,9.04,-1.01,12.38,4.54,7.84,6.96,1.51,3.72,0.47,3.25,1.73,3.54,0.9,2.64
12/19/2018,Kathmandu,27.7,85.3,0,84.3,3.69,45.41,8.36,-3.56,16.82,2.03,14.8,6.3,1.73,4.27,0.28,3.99,1.71,3.88,0.42,3.46
12/20/2018,Kathmandu,27.7,85.3,0,84.34,3.65,40.54,9.87,-3.37,17.08,6.36,10.73,6.79,1.52,3.82,0.55,3.27,1.58,3.26,0.46,2.8
12/21/2018,Kathmandu,27.7,85.3,0,84.2,4,46.77,9.08,-2.29,15.84,5.24,10.6,6.32,1.63,4.3,0.57,3.73,1.75,3.8,0.75,3.05
12/22/2018,Kathmandu,27.7,85.3,0,84.3,4.32,51.19,8.89,-1.55,15.55,4.74,10.81,6.11,1.34,3.76,0.05,3.71,1.25,2.96,0.14,2.83
12/23/2018,Kathmandu,27.7,85.3,0,84.36,4.51,48.48,10.35,-0.97,17.27,6.76,10.51,7.33,1.42,3.59,0.54,3.05,1.49,2.98,0.75,2.23
12/24/2018,Kathmandu,27.7,85.3,0,84.21,4.04,44.5,9.96,-2.52,17.43,5.79,11.64,7.35,1.79,4.23,0.58,3.65,2.01,3.9,0.81,3.08
12/25/2018,Kathmandu,27.7,85.3,0,84.09,3.34,39.41,8.91,-5.01,16.34,4.98,11.36,6.2,1.77,4.09,0.61,3.48,2.02,3.7,0.86,2.84
12/26/2018,Kathmandu,27.7,85.3,0,84.05,2.86,35.74,8.05,-6.8,15.16,4.07,11.09,5.14,1.57,4.23,0.21,4.02,1.57,3.69,0.26,3.44
12/27/2018,Kathmandu,27.7,85.3,0,83.96,2.9,41.93,5.96,-6.37,11.89,2.67,9.22,3.72,1.49,3.38,0.15,3.23,1.57,3.09,0.2,2.89
12/28/2018,Kathmandu,27.7,85.3,0.05,83.94,2.88,42.35,5.66,-6.53,12.52,1.15,11.37,3.58,1.97,4.63,0.56,4.08,2.1,4.33,0.68,3.65
12/29/2018,Kathmandu,27.7,85.3,0,84.28,2.22,31.81,6.15,-9.65,14.39,-0.31,14.7,3.49,2.15,3.99,0.72,3.27,2.22,3.36,0.97,2.39
12/30/2018,Kathmandu,27.7,85.3,0,84.53,2.44,29.44,8.69,-8.28,16.03,4.36,11.68,4.82,1.69,3.47,0.55,2.92,1.7,2.77,0.75,2.03
12/31/2018,Kathmandu,27.7,85.3,0,84.48,2.65,31.48,8.91,-7.16,15.79,4.87,10.92,5.3,1.78,3.96,0.68,3.28,1.84,3.27,0.92,2.35
01-01-2019,Kathmandu,27.7,85.3,0,84.51,3.02,36.42,8.67,-5.57,15.75,4.56,11.19,5.42,1.64,3.94,0.07,3.87,1.61,3.16,0.21,2.95
01-02-2019,Kathmandu,27.7,85.3,0,84.49,2.96,37.23,8.07,-5.76,14.72,4.25,10.47,5.12,1.7,3.96,0.58,3.38,1.81,3.44,0.87,2.57
01-03-2019,Kathmandu,27.7,85.3,0,84.4,3.42,46.28,6.98,-4.03,13.31,3.38,9.93,4.87,2.02,4.6,0.66,3.94,2.19,4.28,0.87,3.42
01-04-2019,Kathmandu,27.7,85.3,0,84.45,3.6,46.65,7.6,-3.49,14.75,3.02,11.73,5.26,1.94,4.6,0.34,4.25,2.01,4.03,0.47,3.55
01-05-2019,Kathmandu,27.7,85.3,0,84.51,3.65,43.71,8.78,-3.06,15.26,5.21,10.05,6.14,1.76,3.74,0.18,3.56,1.86,3.24,0.28,2.96
01-06-2019,Kathmandu,27.7,85.3,0.02,84.4,3.42,40.48,8.92,-4.02,16.43,4.34,12.09,6.78,2.04,3.87,0.54,3.33,2.21,3.58,0.59,3
01-07-2019,Kathmandu,27.7,85.3,0.15,84.3,4.12,56.74,6.68,-1.89,10.78,4.46,6.32,5.1,1.76,2.56,1.08,1.48,2.25,2.95,1.31,1.64
01-08-2019,Kathmandu,27.7,85.3,0,84.1,3.81,46.66,8.36,-3.24,15.7,3.46,12.24,6.31,1.97,4.62,0.55,4.07,2.1,4.17,0.67,3.5
01-09-2019,Kathmandu,27.7,85.3,0,84.1,4.22,51.53,8.43,-1.2,14.5,4.83,9.67,6.68,1.88,4.63,0.69,3.94,1.98,4.3,0.93,3.37
01-10-2019,Kathmandu,27.7,85.3,0,84.19,4.05,50.27,8.18,-1.92,14.58,4.15,10.42,5.83,1.86,4.62,0.2,4.42,1.88,3.95,0.22,3.74
01-11-2019,Kathmandu,27.7,85.3,0,84.33,4.29,53.31,8.2,-1.01,14.31,5.09,9.22,6.28,1.82,4.16,0.73,3.43,1.92,3.61,0.99,2.62
01-12-2019,Kathmandu,27.7,85.3,0,84.33,3.99,47.94,8.7,-2.29,15.57,4.49,11.09,6.24,1.66,3.64,0.16,3.47,1.73,3.24,0.15,3.09
1/13/2019,Kathmandu,27.7,85.3,0,84.36,3.67,42.93,9.08,-3.63,15.86,5.09,10.77,6.49,1.76,3.78,0.69,3.1,1.86,3.43,0.92,2.5
1/14/2019,Kathmandu,27.7,85.3,0,84.13,3.55,43.86,8.23,-3.81,15.07,4.08,10.99,6.39,2.07,3.92,0.82,3.1,2.26,3.51,1.09,2.42
1/15/2019,Kathmandu,27.7,85.3,0,84.21,2.96,36.28,8.37,-6.35,16.58,2.04,14.54,5.88,1.87,4.87,0.72,4.15,1.85,4.34,0.78,3.56
1/16/2019,Kathmandu,27.7,85.3,0,84.34,2.94,32.63,9.9,-6.01,16.59,5.95,10.64,6.34,1.44,3.62,0.37,3.25,1.45,3.15,0.27,2.88
1/17/2019,Kathmandu,27.7,85.3,0,84.2,3.3,36.58,9.88,-4.42,16.45,5.94,10.5,7.38,1.73,4.08,0.29,3.8,1.83,3.65,0.42,3.23
1/18/2019,Kathmandu,27.7,85.3,0,84.14,3.66,42.68,9.09,-3.34,16.19,4.25,11.95,7.05,2.21,4.74,0.33,4.4,2.32,4.1,0.39,3.71
1/19/2019,Kathmandu,27.7,85.3,0,84.21,3.97,46.32,9.11,-2.28,15.59,4.85,10.73,6.87,1.82,4.33,0.67,3.66,1.87,3.69,0.89,2.8
1/20/2019,Kathmandu,27.7,85.3,0,84.27,4.15,46.48,9.71,-1.64,16.84,4.44,12.4,7.54,1.83,4.45,0.38,4.07,1.78,3.65,0.57,3.08
1/21/2019,Kathmandu,27.7,85.3,0,84.31,4.44,47.44,10.43,-0.67,16.99,6.43,10.57,8.12,1.85,4.4,0.56,3.85,1.91,3.72,0.65,3.07
1/22/2019,Kathmandu,27.7,85.3,1.09,84.36,4.47,47.08,10.66,-0.78,16.95,5.84,11.11,8.86,1.78,3.72,0.39,3.33,2.03,3.38,0.45,2.93
1/23/2019,Kathmandu,27.7,85.3,1.66,84.37,5.65,66.4,9,2.65,14.58,5.76,8.82,9,2.07,3.29,0.55,2.74,2.64,4.01,0.95,3.06
1/24/2019,Kathmandu,27.7,85.3,0.05,84.4,5.49,66.28,8.63,2.19,13.98,4.73,9.24,8.25,1.45,2.07,0.49,1.59,1.77,3.72,0.63,3.09
1/25/2019,Kathmandu,27.7,85.3,2.9,84.4,5.13,61.16,8.8,0.65,14.74,5.27,9.47,8.39,2.44,4.91,1.55,3.36,2.94,5.27,1.53,3.74
1/26/2019,Kathmandu,27.7,85.3,3.53,84.49,5.77,71.32,8.3,2.74,14.7,4.52,10.18,8.37,2.19,3.59,0.34,3.25,2.65,4.67,0.54,4.14
1/27/2019,Kathmandu,27.7,85.3,0.2,84.4,4.93,59.2,8.72,0.44,14.91,4.55,10.36,8.19,1.69,3.25,0.58,2.67,1.95,3.21,0.84,2.37
1/28/2019,Kathmandu,27.7,85.3,0.12,84.33,4.67,60.98,7.46,-0.05,13.81,2.86,10.95,7.19,1.76,4.35,0.43,3.92,1.89,3.86,0.45,3.4
1/29/2019,Kathmandu,27.7,85.3,0.57,84.19,3.71,52.68,6.24,-3.57,13.13,1.72,11.41,5.03,2.34,5.19,0.96,4.23,2.59,4.81,1.22,3.59
