SN,Commodity,Date,Unit,Minimum,Maximum,Average
82265,Ginger,09-12-2016,Kg,50,60,55
82336,Ginger,10-12-2016,Kg,50,60,55
82407,Ginger,11-12-2016,Kg,50,60,55
82478,Ginger,12-12-2016,Kg,50,60,55
82549,Ginger,13-12-2016,Kg,50,60,55
82620,Ginger,14-12-2016,Kg,50,60,55
82691,Ginger,15-12-2016,Kg,50,60,55
82762,Ginger,16-12-2016,Kg,50,60,55
82833,Ginger,17-12-2016,Kg,50,60,55
82904,Ginger,18-12-2016,Kg,50,60,55
82975,Ginger,19-12-2016,Kg,50,60,55
83046,Ginger,20-12-2016,Kg,50,60,55
83117,Ginger,21-12-2016,Kg,50,60,55
83188,Ginger,22-12-2016,Kg,50,60,55
83259,Ginger,23-12-2016,Kg,50,60,55
83329,Ginger,24-12-2016,Kg,50,60,55
83399,Ginger,25-12-2016,Kg,50,60,55
83469,Ginger,26-12-2016,Kg,50,60,55
83537,Ginger,27-12-2016,Kg,50,60,55
83606,Ginger,28-12-2016,Kg,40,50,45
83675,Ginger,29-12-2016,Kg,40,50,45
83743,Ginger,30-12-2016,Kg,40,50,45
83812,Ginger,31-12-2016,Kg,40,50,45
83883,Ginger,01-01-2017,Kg,40,50,45
83954,Ginger,02-01-2017,Kg,40,50,45
84026,Ginger,03-01-2017,Kg,40,50,45
84098,Ginger,04-01-2017,Kg,40,45,42.5
84170,Ginger,05-01-2017,Kg,40,50,45
84242,Ginger,06-01-2017,Kg,40,50,45
84313,Ginger,07-01-2017,Kg,40,50,45
84385,Ginger,08-01-2017,Kg,40,50,45
84457,Ginger,09-01-2017,Kg,40,50,45
84529,Ginger,10-01-2017,Kg,40,50,45
84601,Ginger,11-01-2017,Kg,40,50,45
84670,Ginger,12-01-2017,Kg,40,45,42.5
84738,Ginger,13-01-2017,Kg,40,50,45
84807,Ginger,14-01-2017,Kg,40,45,42.5
84875,Ginger,15-01-2017,Kg,40,50,45
84946,Ginger,16-01-2017,Kg,40,50,45
85016,Ginger,17-01-2017,Kg,40,50,45
85087,Ginger,18-01-2017,Kg,50,60,55
85157,Ginger,19-01-2017,Kg,40,50,45
85227,Ginger,20-01-2017,Kg,40,50,45
85296,Ginger,21-01-2017,Kg,40,50,45
85366,Ginger,22-01-2017,Kg,40,50,45
85436,Ginger,23-01-2017,Kg,40,50,45
85506,Ginger,24-01-2017,Kg,40,50,45
85576,Ginger,25-01-2017,Kg,40,50,45
85646,Ginger,26-01-2017,Kg,40,50,45
85716,Ginger,27-01-2017,Kg,40,50,45
85786,Ginger,28-01-2017,Kg,45,50,47.5
85854,Ginger,29-01-2017,Kg,45,50,47.5
85924,Ginger,30-01-2017,Kg,40,50,45
85995,Ginger,31-01-2017,Kg,40,50,45
86066,Ginger,01-02-2017,Kg,40,50,45
86137,Ginger,02-02-2017,Kg,40,50,45
86209,Ginger,03-02-2017,Kg,40,50,45
86281,Ginger,04-02-2017,Kg,40,50,45
86352,Ginger,05-02-2017,Kg,40,50,45
86424,Ginger,06-02-2017,Kg,45,50,47.5
86496,Ginger,07-02-2017,Kg,40,50,45
86568,Ginger,08-02-2017,Kg,40,50,45
86640,Ginger,09-02-2017,Kg,40,50,45
86712,Ginger,10-02-2017,Kg,40,50,45
86784,Ginger,11-02-2017,Kg,40,50,45
86856,Ginger,12-02-2017,Kg,40,50,45
86928,Ginger,13-02-2017,Kg,40,50,45
87000,Ginger,14-02-2017,Kg,40,50,45
87072,Ginger,15-02-2017,Kg,40,50,45
87144,Ginger,16-02-2017,Kg,40,50,45
87215,Ginger,17-02-2017,Kg,40,50,45
87285,Ginger,18-02-2017,Kg,40,50,45
87357,Ginger,19-02-2017,Kg,40,50,45
87429,Ginger,20-02-2017,Kg,40,50,45
87501,Ginger,21-02-2017,Kg,40,50,45
87573,Ginger,22-02-2017,Kg,40,50,45
87645,Ginger,23-02-2017,Kg,40,50,45
87717,Ginger,25-02-2017,Kg,40,50,45
87789,Ginger,26-02-2017,Kg,40,50,45
87861,Ginger,27-02-2017,Kg,40,50,45
87933,Ginger,28-02-2017,Kg,40,50,45
88005,Ginger,01-03-2017,Kg,40,50,45
88076,Ginger,02-03-2017,Kg,40,50,45
88148,Ginger,04-03-2017,Kg,40,50,45
88219,Ginger,05-03-2017,Kg,40,50,45
88290,Ginger,06-03-2017,Kg,40,50,45
88361,Ginger,07-03-2017,Kg,40,50,45
88433,Ginger,08-03-2017,Kg,40,50,45
88505,Ginger,09-03-2017,Kg,40,50,45
88577,Ginger,10-03-2017,Kg,40,50,45
88649,Ginger,11-03-2017,Kg,40,50,45
88720,Ginger,13-03-2017,Kg,40,50,45
88791,Ginger,14-03-2017,Kg,40,50,45
88862,Ginger,15-03-2017,Kg,40,50,45
88934,Ginger,16-03-2017,Kg,40,50,45
89006,Ginger,17-03-2017,Kg,45,50,47.5
89078,Ginger,18-03-2017,Kg,45,55,50
89150,Ginger,19-03-2017,Kg,40,50,45
89222,Ginger,20-03-2017,Kg,40,50,45
89294,Ginger,21-03-2017,Kg,40,50,45
89367,Ginger,22-03-2017,Kg,40,50,45
89440,Ginger,23-03-2017,Kg,40,50,45
89513,Ginger,24-03-2017,Kg,40,50,45
89586,Ginger,25-03-2017,Kg,40,50,45
89659,Ginger,26-03-2017,Kg,40,50,45
89732,Ginger,27-03-2017,Kg,40,50,45
89804,Ginger,28-03-2017,Kg,40,50,45
89875,Ginger,29-03-2017,Kg,40,50,45
89948,Ginger,30-03-2017,Kg,45,50,47.5
90021,Ginger,31-03-2017,Kg,45,50,47.5
90094,Ginger,01-04-2017,Kg,45,50,47.5
90167,Ginger,02-04-2017,Kg,45,50,47.5
90240,Ginger,03-04-2017,Kg,45,50,47.5
90313,Ginger,04-04-2017,Kg,45,50,47.5
90386,Ginger,05-04-2017,Kg,45,50,47.5
90459,Ginger,06-04-2017,Kg,45,50,47.5
90531,Ginger,07-04-2017,Kg,45,50,47.5
90603,Ginger,08-04-2017,Kg,45,50,47.5
90675,Ginger,09-04-2017,Kg,45,50,47.5
90748,Ginger,10-04-2017,Kg,45,50,47.5
90819,Ginger,11-04-2017,Kg,45,50,47.5
90890,Ginger,12-04-2017,Kg,45,50,47.5
90960,Ginger,13-04-2017,Kg,45,50,47.5
91032,Ginger,14-04-2017,Kg,45,50,47.5
91103,Ginger,15-04-2017,Kg,45,50,47.5
91174,Ginger,16-04-2017,Kg,45,50,47.5
91248,Ginger,17-04-2017,Kg,45,50,47.5
91319,Ginger,18-04-2017,Kg,45,50,47.5
91391,Ginger,19-04-2017,Kg,45,50,47.5
91461,Ginger,20-04-2017,Kg,45,50,47.5
91532,Ginger,21-04-2017,Kg,45,50,47.5
91603,Ginger,22-04-2017,Kg,45,50,47.5
91675,Ginger,23-04-2017,Kg,45,50,47.5
91747,Ginger,24-04-2017,Kg,45,50,47.5
91818,Ginger,25-04-2017,Kg,45,50,47.5
91889,Ginger,26-04-2017,Kg,45,50,47.5
91958,Ginger,27-04-2017,Kg,45,50,47.5
92027,Ginger,28-04-2017,Kg,45,50,47.5
92096,Ginger,29-04-2017,Kg,45,50,47.5
92163,Ginger,30-04-2017,Kg,45,50,47.5
92230,Ginger,01-05-2017,Kg,45,50,47.5
92297,Ginger,02-05-2017,Kg,45,50,47.5
92366,Ginger,03-05-2017,Kg,50,55,52.5
92435,Ginger,04-05-2017,Kg,50,55,52.5
92504,Ginger,05-05-2017,Kg,50,55,52.5
92573,Ginger,06-05-2017,Kg,50,55,52.5
92642,Ginger,07-05-2017,Kg,50,55,52.5
92711,Ginger,08-05-2017,Kg,55,60,57.5
92780,Ginger,09-05-2017,Kg,55,60,57.5
92849,Ginger,10-05-2017,Kg,55,60,57.5
92917,Ginger,11-05-2017,Kg,55,60,57.5
92984,Ginger,12-05-2017,Kg,55,60,57.5
93051,Ginger,13-05-2017,Kg,52,60,56
93117,Ginger,15-05-2017,Kg,55,60,57.5
93186,Ginger,16-05-2017,Kg,55,60,57.5
93255,Ginger,17-05-2017,Kg,55,60,57.5
93323,Ginger,18-05-2017,Kg,55,60,57.5
93391,Ginger,19-05-2017,Kg,55,60,57.5
93459,Ginger,20-05-2017,Kg,55,60,57.5
93527,Ginger,21-05-2017,Kg,55,60,57.5
93595,Ginger,22-05-2017,Kg,55,60,57.5
93663,Ginger,23-05-2017,Kg,55,60,57.5
93731,Ginger,24-05-2017,Kg,55,60,57.5
93799,Ginger,25-05-2017,Kg,55,60,57.5
93867,Ginger,26-05-2017,Kg,55,60,57.5
93935,Ginger,27-05-2017,Kg,55,60,57.5
94004,Ginger,28-05-2017,Kg,55,60,57.5
94073,Ginger,29-05-2017,Kg,55,60,57.5
94142,Ginger,30-05-2017,Kg,55,60,57.5
94212,Ginger,31-05-2017,Kg,55,60,57.5
94283,Ginger,01-06-2017,Kg,55,60,57.5
94354,Ginger,02-06-2017,Kg,55,60,57.5
94425,Ginger,03-06-2017,Kg,55,60,57.5
94496,Ginger,04-06-2017,Kg,55,60,57.5
94567,Ginger,05-06-2017,Kg,55,60,57.5
94637,Ginger,06-06-2017,Kg,55,60,57.5
94708,Ginger,07-06-2017,Kg,55,60,57.5
94780,Ginger,08-06-2017,Kg,55,60,57.5
94852,Ginger,09-06-2017,Kg,55,60,57.5
94924,Ginger,10-06-2017,Kg,55,60,57.5
94996,Ginger,11-06-2017,Kg,55,60,57.5
95069,Ginger,12-06-2017,Kg,55,60,57.5
95141,Ginger,13-06-2017,Kg,55,60,57.5
95212,Ginger,14-06-2017,Kg,55,60,57.5
95283,Ginger,15-06-2017,Kg,55,60,57.5
95354,Ginger,16-06-2017,Kg,55,60,57.5
95425,Ginger,17-06-2017,Kg,55,60,57.5
95495,Ginger,18-06-2017,Kg,60,65,62.5
95564,Ginger,19-06-2017,Kg,60,65,62.5
95633,Ginger,20-06-2017,Kg,60,65,62.5
95701,Ginger,21-06-2017,Kg,60,65,62.5
95768,Ginger,22-06-2017,Kg,60,65,62.5
95836,Ginger,23-06-2017,Kg,50,55,52.5
95904,Ginger,24-06-2017,Kg,50,55,52.5
95970,Ginger,25-06-2017,Kg,50,55,52.5
96035,Ginger,26-06-2017,Kg,50,55,52.5
96102,Ginger,27-06-2017,Kg,50,55,52.5
96169,Ginger,28-06-2017,Kg,50,55,52.5
96236,Ginger,29-06-2017,Kg,50,55,52.5
96302,Ginger,30-06-2017,Kg,50,55,52.5
96368,Ginger,01-07-2017,Kg,50,55,52.5
96434,Ginger,02-07-2017,Kg,50,55,52.5
96499,Ginger,03-07-2017,Kg,50,55,52.5
96566,Ginger,04-07-2017,Kg,50,55,52.5
96633,Ginger,05-07-2017,Kg,50,55,52.5
96700,Ginger,06-07-2017,Kg,50,55,52.5
96768,Ginger,07-07-2017,Kg,50,55,52.5
96836,Ginger,08-07-2017,Kg,50,55,52.5
96905,Ginger,09-07-2017,Kg,50,55,52.5
96973,Ginger,10-07-2017,Kg,50,55,52.5
97041,Ginger,11-07-2017,Kg,50,55,52.5
97109,Ginger,12-07-2017,Kg,50,55,52.5
97177,Ginger,13-07-2017,Kg,50,55,52.5
97245,Ginger,14-07-2017,Kg,50,55,52.5
97313,Ginger,15-07-2017,Kg,50,55,52.5
97381,Ginger,16-07-2017,Kg,50,60,55
97449,Ginger,17-07-2017,Kg,50,55,52.5
97517,Ginger,18-07-2017,Kg,50,55,52.5
97585,Ginger,19-07-2017,Kg,50,55,52.5
97653,Ginger,20-07-2017,Kg,50,55,52.5
97721,Ginger,21-07-2017,Kg,50,55,52.5
97789,Ginger,22-07-2017,Kg,50,55,52.5
97857,Ginger,23-07-2017,Kg,50,55,52.5
97926,Ginger,24-07-2017,Kg,50,55,52.5
97995,Ginger,25-07-2017,Kg,50,55,52.5
98064,Ginger,26-07-2017,Kg,50,55,52.5
98133,Ginger,27-07-2017,Kg,50,55,52.5
98202,Ginger,28-07-2017,Kg,50,55,52.5
98271,Ginger,29-07-2017,Kg,50,55,52.5
98340,Ginger,30-07-2017,Kg,50,55,52.5
98409,Ginger,31-07-2017,Kg,50,55,52.5
98477,Ginger,01-08-2017,Kg,50,55,52.5
98545,Ginger,02-08-2017,Kg,50,55,52.5
98613,Ginger,03-08-2017,Kg,50,55,52.5
98682,Ginger,04-08-2017,Kg,50,55,52.5
98751,Ginger,05-08-2017,Kg,50,55,52.5
98820,Ginger,06-08-2017,Kg,50,55,52.5
98886,Ginger,07-08-2017,Kg,50,55,52.5
98952,Ginger,08-08-2017,Kg,50,55,52.5
99019,Ginger,09-08-2017,Kg,50,55,52.5
99086,Ginger,10-08-2017,Kg,50,55,52.5
99152,Ginger,11-08-2017,Kg,50,55,52.5
99218,Ginger,12-08-2017,Kg,50,55,52.5
99283,Ginger,13-08-2017,Kg,50,55,52.5
99348,Ginger,14-08-2017,Kg,50,55,52.5
99414,Ginger,15-08-2017,Kg,50,55,52.5
99479,Ginger,16-08-2017,Kg,50,55,52.5
99544,Ginger,17-08-2017,Kg,60,65,62.5
99609,Ginger,18-08-2017,Kg,60,65,62.5
99674,Ginger,19-08-2017,Kg,60,65,62.5
99739,Ginger,20-08-2017,Kg,60,65,62.5
99805,Ginger,21-08-2017,Kg,60,65,62.5
99871,Ginger,22-08-2017,Kg,60,65,62.5
99937,Ginger,23-08-2017,Kg,60,65,62.5
100003,Ginger,24-08-2017,Kg,60,65,62.5
100069,Ginger,25-08-2017,Kg,65,70,67.5
100135,Ginger,26-08-2017,Kg,65,70,67.5
100201,Ginger,27-08-2017,Kg,65,70,67.5
100267,Ginger,28-08-2017,Kg,65,70,67.5
100333,Ginger,29-08-2017,Kg,65,70,67.5
100399,Ginger,30-08-2017,Kg,60,65,62.5
100465,Ginger,31-08-2017,Kg,60,65,62.5
100531,Ginger,01-09-2017,Kg,60,65,62.5
100597,Ginger,02-09-2017,Kg,60,65,62.5
100663,Ginger,03-09-2017,Kg,50,55,52.5
100729,Ginger,04-09-2017,Kg,50,55,52.5
100795,Ginger,05-09-2017,Kg,50,55,52.5
100860,Ginger,06-09-2017,Kg,50,55,52.5
100925,Ginger,07-09-2017,Kg,50,55,52.5
100991,Ginger,08-09-2017,Kg,50,55,52.5
101057,Ginger,09-09-2017,Kg,50,55,52.5
101122,Ginger,10-09-2017,Kg,50,55,52.5
101186,Ginger,11-09-2017,Kg,50,60,55
101251,Ginger,12-09-2017,Kg,50,55,52.5
101316,Ginger,13-09-2017,Kg,50,55,52.5
101381,Ginger,14-09-2017,Kg,50,55,52.5
101447,Ginger,15-09-2017,Kg,50,55,52.5
101513,Ginger,16-09-2017,Kg,50,58,54
101579,Ginger,17-09-2017,Kg,50,55,52.5
101645,Ginger,18-09-2017,Kg,50,55,52.5
101712,Ginger,20-09-2017,Kg,50,55,52.5
101779,Ginger,21-09-2017,Kg,50,55,52.5
101846,Ginger,22-09-2017,Kg,50,55,52.5
101913,Ginger,23-09-2017,Kg,50,55,52.5
101979,Ginger,24-09-2017,Kg,50,55,52.5
102046,Ginger,25-09-2017,Kg,50,55,52.5
102112,Ginger,26-09-2017,Kg,50,55,52.5
102179,Ginger,27-09-2017,Kg,50,55,52.5
102245,Ginger,28-09-2017,Kg,50,55,52.5
102310,Ginger,29-09-2017,Kg,50,55,52.5
102373,Ginger,30-09-2017,Kg,50,55,52.5
102435,Ginger,01-10-2017,Kg,50,55,52.5
102500,Ginger,02-10-2017,Kg,50,55,52.5
102566,Ginger,03-10-2017,Kg,50,55,52.5
102631,Ginger,04-10-2017,Kg,50,55,52.5
102697,Ginger,05-10-2017,Kg,50,55,52.5
102763,Ginger,06-10-2017,Kg,50,55,52.5
102829,Ginger,07-10-2017,Kg,50,55,52.5
102894,Ginger,08-10-2017,Kg,50,55,52.5
102959,Ginger,09-10-2017,Kg,50,55,52.5
103024,Ginger,10-10-2017,Kg,50,55,52.5
103089,Ginger,11-10-2017,Kg,50,55,52.5
103153,Ginger,12-10-2017,Kg,50,55,52.5
103219,Ginger,13-10-2017,Kg,50,55,52.5
103285,Ginger,14-10-2017,Kg,50,55,52.5
103351,Ginger,15-10-2017,Kg,50,55,52.5
103417,Ginger,16-10-2017,Kg,50,55,52.5
103483,Ginger,17-10-2017,Kg,50,55,52.5
103549,Ginger,18-10-2017,Kg,50,55,52.5
103615,Ginger,19-10-2017,Kg,50,55,52.5
103680,Ginger,20-10-2017,Kg,50,55,52.5
103742,Ginger,21-10-2017,Kg,50,55,52.5
103805,Ginger,22-10-2017,Kg,50,55,52.5
103869,Ginger,23-10-2017,Kg,50,55,52.5
103934,Ginger,24-10-2017,Kg,50,55,52.5
103999,Ginger,25-10-2017,Kg,50,55,52.5
104062,Ginger,26-10-2017,Kg,50,55,52.5
104127,Ginger,27-10-2017,Kg,50,55,52.5
104192,Ginger,28-10-2017,Kg,50,55,52.5
104256,Ginger,29-10-2017,Kg,50,55,52.5
104321,Ginger,30-10-2017,Kg,50,55,52.5
104385,Ginger,31-10-2017,Kg,50,55,52.5
104449,Ginger,01-11-2017,Kg,50,55,52.5
104513,Ginger,02-11-2017,Kg,50,55,52.5
104577,Ginger,03-11-2017,Kg,50,55,52.5
104640,Ginger,04-11-2017,Kg,50,55,52.5
104703,Ginger,05-11-2017,Kg,50,55,52.5
104767,Ginger,06-11-2017,Kg,50,55,52.5
104832,Ginger,07-11-2017,Kg,50,55,52.5
104897,Ginger,08-11-2017,Kg,50,55,52.5
104962,Ginger,09-11-2017,Kg,45,50,47.5
105026,Ginger,10-11-2017,Kg,45,50,47.5
105091,Ginger,11-11-2017,Kg,45,50,47.5
105156,Ginger,12-11-2017,Kg,45,50,47.5
105221,Ginger,13-11-2017,Kg,50,55,52.5
105286,Ginger,14-11-2017,Kg,50,55,52.5
105351,Ginger,15-11-2017,Kg,50,55,52.5
105416,Ginger,16-11-2017,Kg,50,55,52.5
105481,Ginger,17-11-2017,Kg,50,55,52.5
105546,Ginger,18-11-2017,Kg,50,55,52.5
105611,Ginger,19-11-2017,Kg,50,55,52.5
105677,Ginger,20-11-2017,Kg,50,55,52.5
105743,Ginger,21-11-2017,Kg,50,55,52.5
105810,Ginger,22-11-2017,Kg,50,55,52.5
105876,Ginger,23-11-2017,Kg,50,55,52.5
105944,Ginger,24-11-2017,Kg,50,55,52.5
106012,Ginger,25-11-2017,Kg,50,55,52.5
106080,Ginger,26-11-2017,Kg,50,55,52.5
106148,Ginger,27-11-2017,Kg,50,55,52.5
106216,Ginger,28-11-2017,Kg,50,55,52.5
106284,Ginger,29-11-2017,Kg,50,55,52.5
106351,Ginger,30-11-2017,Kg,50,55,52.5
106418,Ginger,01-12-2017,Kg,50,55,52.5
106485,Ginger,02-12-2017,Kg,50,55,52.5
106554,Ginger,03-12-2017,Kg,50,55,52.5
106620,Ginger,04-12-2017,Kg,50,55,52.5
106686,Ginger,05-12-2017,Kg,50,55,52.5
106752,Ginger,06-12-2017,Kg,50,55,52.5
106816,Ginger,08-12-2017,Kg,50,55,52.5
106880,Ginger,09-12-2017,Kg,50,55,52.5
106945,Ginger,10-12-2017,Kg,50,55,52.5
107011,Ginger,11-12-2017,Kg,50,55,52.5
107077,Ginger,12-12-2017,Kg,50,55,52.5
107142,Ginger,13-12-2017,Kg,50,55,52.5
107207,Ginger,14-12-2017,Kg,50,55,52.5
107272,Ginger,15-12-2017,Kg,50,55,52.5
107337,Ginger,16-12-2017,Kg,50,55,52.5
107402,Ginger,17-12-2017,Kg,50,55,52.5
107468,Ginger,18-12-2017,Kg,50,55,52.5
107534,Ginger,19-12-2017,Kg,50,55,52.5
107599,Ginger,20-12-2017,Kg,40,45,42.5
107666,Ginger,27-12-2017,Kg,40,45,42.5
107734,Ginger,28-12-2017,Kg,40,45,42.5
107802,Ginger,29-12-2017,Kg,40,45,42.5
107870,Ginger,30-12-2017,Kg,40,45,42.5
107938,Ginger,31-12-2017,Kg,40,45,42.5
108006,Ginger,01-01-2018,Kg,40,45,42.5
108073,Ginger,02-01-2018,Kg,40,45,42.5
108140,Ginger,03-01-2018,Kg,40,45,42.5
108207,Ginger,04-01-2018,Kg,40,45,42.5
108274,Ginger,05-01-2018,Kg,40,45,42.5
108341,Ginger,06-01-2018,Kg,40,45,42.5
108407,Ginger,07-01-2018,Kg,45,50,47.5
108473,Ginger,08-01-2018,Kg,45,50,47.5
108539,Ginger,09-01-2018,Kg,45,50,47.5
108607,Ginger,10-01-2018,Kg,45,50,47.5
108675,Ginger,11-01-2018,Kg,45,50,47.5
108743,Ginger,12-01-2018,Kg,45,50,47.5
108810,Ginger,13-01-2018,Kg,45,50,47.5
108877,Ginger,14-01-2018,Kg,45,50,47.5
108943,Ginger,16-01-2018,Kg,45,50,47.5
109009,Ginger,17-01-2018,Kg,45,50,47.5
109075,Ginger,18-01-2018,Kg,45,50,47.5
109140,Ginger,19-01-2018,Kg,45,50,47.5
109205,Ginger,20-01-2018,Kg,45,50,47.5
109271,Ginger,21-01-2018,Kg,45,50,47.5
109335,Ginger,22-01-2018,Kg,45,50,47.5
109402,Ginger,23-01-2018,Kg,45,50,47.5
109469,Ginger,24-01-2018,Kg,45,50,47.5
109537,Ginger,25-01-2018,Kg,45,50,47.5
109603,Ginger,26-01-2018,Kg,45,50,47.5
109672,Ginger,27-01-2018,Kg,45,50,47.5
109741,Ginger,28-01-2018,Kg,45,50,47.5
109809,Ginger,29-01-2018,Kg,45,50,47.5
109879,Ginger,30-01-2018,Kg,45,50,47.5
109949,Ginger,31-01-2018,Kg,45,50,47.5
110020,Ginger,01-02-2018,Kg,45,50,47.5
110091,Ginger,02-02-2018,Kg,45,50,47.5
110162,Ginger,03-02-2018,Kg,45,50,47.5
110231,Ginger,04-02-2018,Kg,45,50,47.5
110299,Ginger,05-02-2018,Kg,45,50,47.5
110367,Ginger,06-02-2018,Kg,45,50,47.5
110434,Ginger,07-02-2018,Kg,45,50,47.5
110501,Ginger,08-02-2018,Kg,45,50,47.5
110568,Ginger,09-02-2018,Kg,45,50,47.5
110635,Ginger,10-02-2018,Kg,45,50,47.5
110699,Ginger,11-02-2018,Kg,45,50,47.5
110763,Ginger,12-02-2018,Kg,45,50,47.5
110827,Ginger,13-02-2018,Kg,45,50,47.5
110893,Ginger,14-02-2018,Kg,45,50,47.5
110960,Ginger,15-02-2018,Kg,45,50,47.5
111026,Ginger,16-02-2018,Kg,45,50,47.5
111093,Ginger,17-02-2018,Kg,45,50,47.5
111160,Ginger,18-02-2018,Kg,45,50,47.5
111227,Ginger,19-02-2018,Kg,45,50,47.5
111294,Ginger,20-02-2018,Kg,45,50,47.5
111361,Ginger,21-02-2018,Kg,45,50,47.5
111429,Ginger,22-02-2018,Kg,45,50,47.5
111497,Ginger,23-02-2018,Kg,45,50,47.5
111565,Ginger,24-02-2018,Kg,45,50,47.5
111633,Ginger,25-02-2018,Kg,45,50,47.5
111701,Ginger,26-02-2018,Kg,45,50,47.5
111768,Ginger,27-02-2018,Kg,45,50,47.5
111835,Ginger,28-02-2018,Kg,45,50,47.5
111902,Ginger,01-03-2018,Kg,45,50,47.5
111969,Ginger,02-03-2018,Kg,45,50,47.5
112036,Ginger,03-03-2018,Kg,45,50,47.5
112101,Ginger,05-03-2018,Kg,45,50,47.5
112166,Ginger,06-03-2018,Kg,50,55,52.5
112232,Ginger,07-03-2018,Kg,50,55,52.5
112299,Ginger,08-03-2018,Kg,50,55,52.5
112365,Ginger,09-03-2018,Kg,50,55,52.5
112430,Ginger,10-03-2018,Kg,60,70,65
112498,Ginger,11-03-2018,Kg,50,55,52.5
112569,Ginger,12-03-2018,Kg,50,55,52.5
112638,Ginger,13-03-2018,Kg,50,55,52.5
112708,Ginger,14-03-2018,Kg,55,60,57.5
112778,Ginger,15-03-2018,Kg,60,65,62.5
112848,Ginger,16-03-2018,Kg,60,65,62.5
112918,Ginger,17-03-2018,Kg,60,65,62.5
112987,Ginger,18-03-2018,Kg,60,65,62.5
113057,Ginger,19-03-2018,Kg,60,65,62.5
113128,Ginger,20-03-2018,Kg,50,55,52.5
113199,Ginger,21-03-2018,Kg,55,60,57.5
113269,Ginger,22-03-2018,Kg,50,55,52.5
113340,Ginger,23-03-2018,Kg,50,55,52.5
113411,Ginger,24-03-2018,Kg,50,55,52.5
113481,Ginger,25-03-2018,Kg,50,55,52.5
113552,Ginger,26-03-2018,Kg,50,55,52.5
113622,Ginger,27-03-2018,Kg,50,55,52.5
113691,Ginger,28-03-2018,Kg,50,55,52.5
113759,Ginger,29-03-2018,Kg,50,55,52.5
113829,Ginger,30-03-2018,Kg,50,55,52.5
113899,Ginger,31-03-2018,Kg,50,55,52.5
113969,Ginger,01-04-2018,Kg,55,60,57.5
114039,Ginger,02-04-2018,Kg,55,60,57.5
114111,Ginger,03-04-2018,Kg,55,60,57.5
114182,Ginger,04-04-2018,Kg,55,60,57.5
114253,Ginger,05-04-2018,Kg,55,60,57.5
114322,Ginger,06-04-2018,Kg,55,60,57.5
114391,Ginger,07-04-2018,Kg,55,60,57.5
114460,Ginger,08-04-2018,Kg,55,60,57.5
114528,Ginger,09-04-2018,Kg,55,60,57.5
114597,Ginger,10-04-2018,Kg,55,60,57.5
114665,Ginger,11-04-2018,Kg,55,60,57.5
114732,Ginger,12-04-2018,Kg,55,60,57.5
114799,Ginger,13-04-2018,Kg,55,60,57.5
114866,Ginger,14-04-2018,Kg,55,60,57.5
114933,Ginger,15-04-2018,Kg,55,60,57.5
115000,Ginger,16-04-2018,Kg,55,60,57.5
115068,Ginger,17-04-2018,Kg,55,60,57.5
115136,Ginger,18-04-2018,Kg,55,60,57.5
115204,Ginger,19-04-2018,Kg,55,60,57.5
115272,Ginger,20-04-2018,Kg,55,60,57.5
115339,Ginger,21-04-2018,Kg,55,60,57.5
115407,Ginger,22-04-2018,Kg,55,60,57.5
115475,Ginger,23-04-2018,Kg,55,60,57.5
115543,Ginger,24-04-2018,Kg,55,60,57.5
115610,Ginger,25-04-2018,Kg,55,60,57.5
115677,Ginger,26-04-2018,Kg,55,60,57.5
115744,Ginger,27-04-2018,Kg,55,60,57.5
115811,Ginger,28-04-2018,Kg,55,60,57.5
115878,Ginger,29-04-2018,Kg,55,60,57.5
115946,Ginger,30-04-2018,Kg,55,60,57.5
116014,Ginger,01-05-2018,Kg,55,60,57.5
116082,Ginger,02-05-2018,Kg,55,60,57.5
116150,Ginger,03-05-2018,Kg,55,60,57.5
116218,Ginger,04-05-2018,Kg,55,60,57.5
116286,Ginger,05-05-2018,Kg,55,60,57.5
116353,Ginger,06-05-2018,Kg,90,95,92.5
116420,Ginger,07-05-2018,Kg,95,100,97.5
116487,Ginger,08-05-2018,Kg,95,100,97.5
116552,Ginger,09-05-2018,Kg,95,100,97.5
116617,Ginger,10-05-2018,Kg,95,100,97.5
116682,Ginger,11-05-2018,Kg,95,100,97.5
116747,Ginger,12-05-2018,Kg,95,100,97.5
116812,Ginger,13-05-2018,Kg,95,100,97.5
116878,Ginger,14-05-2018,Kg,95,100,97.5
116944,Ginger,15-05-2018,Kg,90,100,95
117010,Ginger,16-05-2018,Kg,95,100,97.5
117076,Ginger,17-05-2018,Kg,90,100,95
117142,Ginger,18-05-2018,Kg,85,90,87.5
117208,Ginger,19-05-2018,Kg,85,90,87.5
117273,Ginger,20-05-2018,Kg,85,90,87.5
117338,Ginger,21-05-2018,Kg,85,90,87.5
117402,Ginger,22-05-2018,Kg,95,100,97.5
117466,Ginger,23-05-2018,Kg,95,100,97.5
117531,Ginger,24-05-2018,Kg,95,100,97.5
117595,Ginger,25-05-2018,Kg,95,100,97.5
117660,Ginger,26-05-2018,Kg,95,100,97.5
117724,Ginger,27-05-2018,Kg,80,85,82.5
117788,Ginger,28-05-2018,Kg,85,90,87.5
117853,Ginger,29-05-2018,Kg,85,90,87.5
117917,Ginger,30-05-2018,Kg,80,85,82.5
117982,Ginger,31-05-2018,Kg,80,85,82.5
